Id,code_module_x,code_presentation_x_x,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,final_result,score,code_module_y,code_presentation_y_y
106697,DDD,2014J,F,Wales,No Formal quals,0-10%,35-55,2,60,Withdrawn,75,DDD,2013B
106698,DDD,2014J,F,Wales,No Formal quals,0-10%,35-55,2,60,Withdrawn,75,DDD,2014B
106699,DDD,2014B,F,Scotland,HE Qualification,40-50%,35-55,0,60,Withdrawn,78,DDD,2013J
106700,DDD,2014B,F,Scotland,HE Qualification,40-50%,35-55,0,60,Withdrawn,78,DDD,2014J
106701,DDD,2014B,F,Scotland,HE Qualification,40-50%,35-55,0,60,Withdrawn,78,DDD,2013B
106702,DDD,2014B,F,Scotland,HE Qualification,40-50%,35-55,0,60,Withdrawn,78,DDD,2014B
106703,DDD,2014B,F,East Anglian Region,HE Qualification,30-40%,35-55,0,60,Withdrawn,79,DDD,2013J
106704,DDD,2014B,F,East Anglian Region,HE Qualification,30-40%,35-55,0,60,Withdrawn,79,DDD,2014J
106705,DDD,2014B,F,East Anglian Region,HE Qualification,30-40%,35-55,0,60,Withdrawn,79,DDD,2013B
106706,DDD,2014B,F,East Anglian Region,HE Qualification,30-40%,35-55,0,60,Withdrawn,79,DDD,2014B
106707,DDD,2014J,F,East Anglian Region,HE Qualification,30-40%,35-55,1,90,Pass,79,DDD,2013J
106708,DDD,2014J,F,East Anglian Region,HE Qualification,30-40%,35-55,1,90,Pass,79,DDD,2014J
106709,DDD,2014J,F,East Anglian Region,HE Qualification,30-40%,35-55,1,90,Pass,79,DDD,2013B
106710,DDD,2014J,F,East Anglian Region,HE Qualification,30-40%,35-55,1,90,Pass,79,DDD,2014B
106711,DDD,2014B,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,Withdrawn,87,DDD,2013J
106712,DDD,2014B,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,Withdrawn,87,DDD,2014J
106713,DDD,2014B,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,Withdrawn,87,DDD,2013B
106714,DDD,2014B,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,Withdrawn,87,DDD,2014B
106715,DDD,2014J,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,1,60,Pass,87,DDD,2013J
106716,DDD,2014J,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,1,60,Pass,87,DDD,2014J
106717,DDD,2014J,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,1,60,Pass,87,DDD,2013B
106718,DDD,2014J,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,1,60,Pass,87,DDD,2014B
106719,DDD,2014B,F,North Region,Lower Than A Level,70-80%,35-55,1,60,Withdrawn,56,DDD,2013J
106720,DDD,2014B,F,North Region,Lower Than A Level,70-80%,35-55,1,60,Withdrawn,56,DDD,2014J
106721,DDD,2014B,F,North Region,Lower Than A Level,70-80%,35-55,1,60,Withdrawn,56,DDD,2013B
106722,DDD,2014B,F,North Region,Lower Than A Level,70-80%,35-55,1,60,Withdrawn,56,DDD,2014B
106723,DDD,2014B,M,Scotland,Lower Than A Level,30-40%,35-55,0,60,Withdrawn,96,DDD,2013J
106724,DDD,2014B,M,Scotland,Lower Than A Level,30-40%,35-55,0,60,Withdrawn,96,DDD,2014J
106725,DDD,2014B,M,Scotland,Lower Than A Level,30-40%,35-55,0,60,Withdrawn,96,DDD,2013B
106726,DDD,2014B,M,Scotland,Lower Than A Level,30-40%,35-55,0,60,Withdrawn,96,DDD,2014B
106727,DDD,2014B,M,North Region,Lower Than A Level,20-30%,35-55,0,120,Pass,80,FFF,2013J
106728,DDD,2014B,M,North Region,Lower Than A Level,20-30%,35-55,0,120,Pass,80,FFF,2014J
106729,DDD,2014B,M,North Region,Lower Than A Level,20-30%,35-55,0,120,Pass,80,FFF,2013B
106730,DDD,2014B,M,North Region,Lower Than A Level,20-30%,35-55,0,120,Pass,80,FFF,2014B
106731,FFF,2013J,M,North Region,Lower Than A Level,20-30%,35-55,0,120,Withdrawn,80,FFF,2013J
106732,FFF,2013J,M,North Region,Lower Than A Level,20-30%,35-55,0,120,Withdrawn,80,FFF,2014J
106733,FFF,2013J,M,North Region,Lower Than A Level,20-30%,35-55,0,120,Withdrawn,80,FFF,2013B
106734,FFF,2013J,M,North Region,Lower Than A Level,20-30%,35-55,0,120,Withdrawn,80,FFF,2014B
106735,DDD,2014B,M,Scotland,HE Qualification,90-100%,55<=,0,60,Withdrawn,81,DDD,2013J
106736,DDD,2014B,M,Scotland,HE Qualification,90-100%,55<=,0,60,Withdrawn,81,DDD,2014J
106737,DDD,2014B,M,Scotland,HE Qualification,90-100%,55<=,0,60,Withdrawn,81,DDD,2013B
106738,DDD,2014B,M,Scotland,HE Qualification,90-100%,55<=,0,60,Withdrawn,81,DDD,2014B
106739,DDD,2014B,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,Withdrawn,87,DDD,2013J
106740,DDD,2014B,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,Withdrawn,87,DDD,2014J
106741,DDD,2014B,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,Withdrawn,87,DDD,2013B
106742,DDD,2014B,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,Withdrawn,87,DDD,2014B
106743,DDD,2014J,F,East Anglian Region,Lower Than A Level,60-70%,35-55,1,120,Fail,87,DDD,2013J
106744,DDD,2014J,F,East Anglian Region,Lower Than A Level,60-70%,35-55,1,120,Fail,87,DDD,2014J
106745,DDD,2014J,F,East Anglian Region,Lower Than A Level,60-70%,35-55,1,120,Fail,87,DDD,2013B
106746,DDD,2014J,F,East Anglian Region,Lower Than A Level,60-70%,35-55,1,120,Fail,87,DDD,2014B
106747,DDD,2014B,M,North Western Region,A Level or Equivalent,20-30%,35-55,1,60,Withdrawn,80,DDD,2013J
106748,DDD,2014B,M,North Western Region,A Level or Equivalent,20-30%,35-55,1,60,Withdrawn,80,DDD,2014J
106749,DDD,2014B,M,North Western Region,A Level or Equivalent,20-30%,35-55,1,60,Withdrawn,80,DDD,2013B
106750,DDD,2014B,M,North Western Region,A Level or Equivalent,20-30%,35-55,1,60,Withdrawn,80,DDD,2014B
106751,DDD,2014J,M,North Western Region,A Level or Equivalent,20-30%,35-55,2,60,Pass,80,DDD,2013J
106752,DDD,2014J,M,North Western Region,A Level or Equivalent,20-30%,35-55,2,60,Pass,80,DDD,2014J
106753,DDD,2014J,M,North Western Region,A Level or Equivalent,20-30%,35-55,2,60,Pass,80,DDD,2013B
106754,DDD,2014J,M,North Western Region,A Level or Equivalent,20-30%,35-55,2,60,Pass,80,DDD,2014B
106755,DDD,2014B,F,Scotland,HE Qualification,80-90%,35-55,0,60,Withdrawn,77,DDD,2013J
106756,DDD,2014B,F,Scotland,HE Qualification,80-90%,35-55,0,60,Withdrawn,77,DDD,2014J
106757,DDD,2014B,F,Scotland,HE Qualification,80-90%,35-55,0,60,Withdrawn,77,DDD,2013B
106758,DDD,2014B,F,Scotland,HE Qualification,80-90%,35-55,0,60,Withdrawn,77,DDD,2014B
106759,DDD,2014B,F,Wales,Lower Than A Level,50-60%,35-55,1,120,Withdrawn,39,DDD,2013J
106760,DDD,2014B,F,Wales,Lower Than A Level,50-60%,35-55,1,120,Withdrawn,39,DDD,2014J
106761,DDD,2014B,F,Wales,Lower Than A Level,50-60%,35-55,1,120,Withdrawn,39,DDD,2013B
106762,DDD,2014B,F,Wales,Lower Than A Level,50-60%,35-55,1,120,Withdrawn,39,DDD,2014B
106763,DDD,2014B,F,Scotland,HE Qualification,80-90%,35-55,1,70,Withdrawn,28,DDD,2013J
106764,DDD,2014B,F,Scotland,HE Qualification,80-90%,35-55,1,70,Withdrawn,28,DDD,2014J
106765,DDD,2014B,F,Scotland,HE Qualification,80-90%,35-55,1,70,Withdrawn,28,DDD,2013B
106766,DDD,2014B,F,Scotland,HE Qualification,80-90%,35-55,1,70,Withdrawn,28,DDD,2014B
106767,DDD,2014B,F,South Region,A Level or Equivalent,50-60%,35-55,0,60,Withdrawn,77,DDD,2013J
106768,DDD,2014B,F,South Region,A Level or Equivalent,50-60%,35-55,0,60,Withdrawn,77,DDD,2014J
106769,DDD,2014B,F,South Region,A Level or Equivalent,50-60%,35-55,0,60,Withdrawn,77,DDD,2013B
106770,DDD,2014B,F,South Region,A Level or Equivalent,50-60%,35-55,0,60,Withdrawn,77,DDD,2014B
106771,DDD,2014B,F,Wales,HE Qualification,60-70%,35-55,0,60,Withdrawn,98,DDD,2013J
106772,DDD,2014B,F,Wales,HE Qualification,60-70%,35-55,0,60,Withdrawn,98,DDD,2014J
106773,DDD,2014B,F,Wales,HE Qualification,60-70%,35-55,0,60,Withdrawn,98,DDD,2013B
106774,DDD,2014B,F,Wales,HE Qualification,60-70%,35-55,0,60,Withdrawn,98,DDD,2014B
106775,DDD,2014J,F,Wales,HE Qualification,60-70%,35-55,1,90,Pass,98,DDD,2013J
106776,DDD,2014J,F,Wales,HE Qualification,60-70%,35-55,1,90,Pass,98,DDD,2014J
106777,DDD,2014J,F,Wales,HE Qualification,60-70%,35-55,1,90,Pass,98,DDD,2013B
106778,DDD,2014J,F,Wales,HE Qualification,60-70%,35-55,1,90,Pass,98,DDD,2014B
106779,DDD,2014B,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,Withdrawn,55,DDD,2013J
106780,DDD,2014B,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,Withdrawn,55,DDD,2014J
106781,DDD,2014B,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,Withdrawn,55,DDD,2013B
106782,DDD,2014B,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,Withdrawn,55,DDD,2014B
106783,DDD,2014B,F,South West Region,Lower Than A Level,40-50%,35-55,1,60,Withdrawn,84,DDD,2013J
106784,DDD,2014B,F,South West Region,Lower Than A Level,40-50%,35-55,1,60,Withdrawn,84,DDD,2014J
106785,DDD,2014B,F,South West Region,Lower Than A Level,40-50%,35-55,1,60,Withdrawn,84,DDD,2013B
106786,DDD,2014B,F,South West Region,Lower Than A Level,40-50%,35-55,1,60,Withdrawn,84,DDD,2014B
106787,DDD,2014B,M,North Western Region,Lower Than A Level,Oct-20,0-35,1,120,Withdrawn,86,DDD,2013J
106788,DDD,2014B,M,North Western Region,Lower Than A Level,Oct-20,0-35,1,120,Withdrawn,86,DDD,2014J
106789,DDD,2014B,M,North Western Region,Lower Than A Level,Oct-20,0-35,1,120,Withdrawn,86,DDD,2013B
106790,DDD,2014B,M,North Western Region,Lower Than A Level,Oct-20,0-35,1,120,Withdrawn,86,DDD,2014B
106791,DDD,2014J,M,North Western Region,Lower Than A Level,Oct-20,0-35,2,60,Fail,86,DDD,2013J
106792,DDD,2014J,M,North Western Region,Lower Than A Level,Oct-20,0-35,2,60,Fail,86,DDD,2014J
106793,DDD,2014J,M,North Western Region,Lower Than A Level,Oct-20,0-35,2,60,Fail,86,DDD,2013B
106794,DDD,2014J,M,North Western Region,Lower Than A Level,Oct-20,0-35,2,60,Fail,86,DDD,2014B
106795,DDD,2014B,M,Scotland,HE Qualification,50-60%,0-35,0,60,Withdrawn,66,DDD,2013J
106796,DDD,2014B,M,Scotland,HE Qualification,50-60%,0-35,0,60,Withdrawn,66,DDD,2014J
106797,DDD,2014B,M,Scotland,HE Qualification,50-60%,0-35,0,60,Withdrawn,66,DDD,2013B
106798,DDD,2014B,M,Scotland,HE Qualification,50-60%,0-35,0,60,Withdrawn,66,DDD,2014B
106799,DDD,2014J,M,Scotland,HE Qualification,50-60%,0-35,1,60,Fail,66,DDD,2013J
106800,DDD,2014J,M,Scotland,HE Qualification,50-60%,0-35,1,60,Fail,66,DDD,2014J
106801,DDD,2014J,M,Scotland,HE Qualification,50-60%,0-35,1,60,Fail,66,DDD,2013B
106802,DDD,2014J,M,Scotland,HE Qualification,50-60%,0-35,1,60,Fail,66,DDD,2014B
106803,DDD,2014B,F,Ireland,Lower Than A Level,40-50%,0-35,0,60,Withdrawn,80,DDD,2013J
106804,DDD,2014B,F,Ireland,Lower Than A Level,40-50%,0-35,0,60,Withdrawn,80,DDD,2014J
106805,DDD,2014B,F,Ireland,Lower Than A Level,40-50%,0-35,0,60,Withdrawn,80,DDD,2013B
106806,DDD,2014B,F,Ireland,Lower Than A Level,40-50%,0-35,0,60,Withdrawn,80,DDD,2014B
106807,DDD,2014J,F,Ireland,Lower Than A Level,40-50%,0-35,1,120,Pass,80,DDD,2013J
106808,DDD,2014J,F,Ireland,Lower Than A Level,40-50%,0-35,1,120,Pass,80,DDD,2014J
106809,DDD,2014J,F,Ireland,Lower Than A Level,40-50%,0-35,1,120,Pass,80,DDD,2013B
106810,DDD,2014J,F,Ireland,Lower Than A Level,40-50%,0-35,1,120,Pass,80,DDD,2014B
106811,DDD,2014B,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,Withdrawn,65,DDD,2013J
106812,DDD,2014B,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,Withdrawn,65,DDD,2014J
106813,DDD,2014B,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,Withdrawn,65,DDD,2013B
106814,DDD,2014B,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,Withdrawn,65,DDD,2014B
106815,DDD,2014B,M,South East Region,Lower Than A Level,20-30%,0-35,0,60,Withdrawn,72,DDD,2013J
106816,DDD,2014B,M,South East Region,Lower Than A Level,20-30%,0-35,0,60,Withdrawn,72,DDD,2014J
106817,DDD,2014B,M,South East Region,Lower Than A Level,20-30%,0-35,0,60,Withdrawn,72,DDD,2013B
106818,DDD,2014B,M,South East Region,Lower Than A Level,20-30%,0-35,0,60,Withdrawn,72,DDD,2014B
106819,DDD,2014B,F,South East Region,Lower Than A Level,80-90%,0-35,0,90,Withdrawn,97,DDD,2013J
106820,DDD,2014B,F,South East Region,Lower Than A Level,80-90%,0-35,0,90,Withdrawn,97,DDD,2014J
106821,DDD,2014B,F,South East Region,Lower Than A Level,80-90%,0-35,0,90,Withdrawn,97,DDD,2013B
106822,DDD,2014B,F,South East Region,Lower Than A Level,80-90%,0-35,0,90,Withdrawn,97,DDD,2014B
106823,DDD,2014J,F,South East Region,Lower Than A Level,80-90%,0-35,1,60,Fail,97,DDD,2013J
106824,DDD,2014J,F,South East Region,Lower Than A Level,80-90%,0-35,1,60,Fail,97,DDD,2014J
106825,DDD,2014J,F,South East Region,Lower Than A Level,80-90%,0-35,1,60,Fail,97,DDD,2013B
106826,DDD,2014J,F,South East Region,Lower Than A Level,80-90%,0-35,1,60,Fail,97,DDD,2014B
106827,DDD,2014B,M,Ireland,Lower Than A Level,Oct-20,0-35,0,60,Withdrawn,63,DDD,2013J
106828,DDD,2014B,M,Ireland,Lower Than A Level,Oct-20,0-35,0,60,Withdrawn,63,DDD,2014J
106829,DDD,2014B,M,Ireland,Lower Than A Level,Oct-20,0-35,0,60,Withdrawn,63,DDD,2013B
106830,DDD,2014B,M,Ireland,Lower Than A Level,Oct-20,0-35,0,60,Withdrawn,63,DDD,2014B
106831,DDD,2014B,F,South Region,Lower Than A Level,80-90%,0-35,1,120,Withdrawn,83,DDD,2013J
106832,DDD,2014B,F,South Region,Lower Than A Level,80-90%,0-35,1,120,Withdrawn,83,DDD,2014J
106833,DDD,2014B,F,South Region,Lower Than A Level,80-90%,0-35,1,120,Withdrawn,83,DDD,2013B
106834,DDD,2014B,F,South Region,Lower Than A Level,80-90%,0-35,1,120,Withdrawn,83,DDD,2014B
106835,DDD,2014J,F,South Region,Lower Than A Level,80-90%,0-35,2,150,Fail,83,DDD,2013J
106836,DDD,2014J,F,South Region,Lower Than A Level,80-90%,0-35,2,150,Fail,83,DDD,2014J
106837,DDD,2014J,F,South Region,Lower Than A Level,80-90%,0-35,2,150,Fail,83,DDD,2013B
106838,DDD,2014J,F,South Region,Lower Than A Level,80-90%,0-35,2,150,Fail,83,DDD,2014B
106839,DDD,2014B,F,East Midlands Region,Lower Than A Level,60-70%,0-35,1,60,Withdrawn,80,DDD,2013J
106840,DDD,2014B,F,East Midlands Region,Lower Than A Level,60-70%,0-35,1,60,Withdrawn,80,DDD,2014J
106841,DDD,2014B,F,East Midlands Region,Lower Than A Level,60-70%,0-35,1,60,Withdrawn,80,DDD,2013B
106842,DDD,2014B,F,East Midlands Region,Lower Than A Level,60-70%,0-35,1,60,Withdrawn,80,DDD,2014B
106843,BBB,2014J,M,West Midlands Region,Lower Than A Level,Oct-20,0-35,0,120,Pass,84,DDD,2013J
106844,BBB,2014J,M,West Midlands Region,Lower Than A Level,Oct-20,0-35,0,120,Pass,84,DDD,2014J
106845,BBB,2014J,M,West Midlands Region,Lower Than A Level,Oct-20,0-35,0,120,Pass,84,DDD,2013B
106846,BBB,2014J,M,West Midlands Region,Lower Than A Level,Oct-20,0-35,0,120,Pass,84,DDD,2014B
106847,DDD,2013J,M,West Midlands Region,Lower Than A Level,Oct-20,0-35,0,120,Withdrawn,84,DDD,2013J
106848,DDD,2013J,M,West Midlands Region,Lower Than A Level,Oct-20,0-35,0,120,Withdrawn,84,DDD,2014J
106849,DDD,2013J,M,West Midlands Region,Lower Than A Level,Oct-20,0-35,0,120,Withdrawn,84,DDD,2013B
106850,DDD,2013J,M,West Midlands Region,Lower Than A Level,Oct-20,0-35,0,120,Withdrawn,84,DDD,2014B
106851,DDD,2014B,M,West Midlands Region,Lower Than A Level,Oct-20,0-35,1,120,Pass,84,DDD,2013J
106852,DDD,2014B,M,West Midlands Region,Lower Than A Level,Oct-20,0-35,1,120,Pass,84,DDD,2014J
106853,DDD,2014B,M,West Midlands Region,Lower Than A Level,Oct-20,0-35,1,120,Pass,84,DDD,2013B
106854,DDD,2014B,M,West Midlands Region,Lower Than A Level,Oct-20,0-35,1,120,Pass,84,DDD,2014B
106855,CCC,2014B,M,Ireland,Lower Than A Level,0-10%,0-35,0,90,Withdrawn,51,CCC,2013J
106856,CCC,2014B,M,Ireland,Lower Than A Level,0-10%,0-35,0,90,Withdrawn,51,CCC,2014J
106857,CCC,2014B,M,Ireland,Lower Than A Level,0-10%,0-35,0,90,Withdrawn,51,CCC,2013B
106858,CCC,2014B,M,Ireland,Lower Than A Level,0-10%,0-35,0,90,Withdrawn,51,CCC,2014B
106859,DDD,2014B,M,Ireland,Lower Than A Level,0-10%,0-35,0,90,Fail,51,CCC,2013J
106860,DDD,2014B,M,Ireland,Lower Than A Level,0-10%,0-35,0,90,Fail,51,CCC,2014J
106861,DDD,2014B,M,Ireland,Lower Than A Level,0-10%,0-35,0,90,Fail,51,CCC,2013B
106862,DDD,2014B,M,Ireland,Lower Than A Level,0-10%,0-35,0,90,Fail,51,CCC,2014B
106863,CCC,2014B,M,North Western Region,Lower Than A Level,30-40%,0-35,0,150,Withdrawn,92,CCC,2013J
106864,CCC,2014B,M,North Western Region,Lower Than A Level,30-40%,0-35,0,150,Withdrawn,92,CCC,2014J
106865,CCC,2014B,M,North Western Region,Lower Than A Level,30-40%,0-35,0,150,Withdrawn,92,CCC,2013B
106866,CCC,2014B,M,North Western Region,Lower Than A Level,30-40%,0-35,0,150,Withdrawn,92,CCC,2014B
106867,DDD,2014B,M,North Western Region,Lower Than A Level,30-40%,0-35,0,150,Distinction,92,CCC,2013J
106868,DDD,2014B,M,North Western Region,Lower Than A Level,30-40%,0-35,0,150,Distinction,92,CCC,2014J
106869,DDD,2014B,M,North Western Region,Lower Than A Level,30-40%,0-35,0,150,Distinction,92,CCC,2013B
106870,DDD,2014B,M,North Western Region,Lower Than A Level,30-40%,0-35,0,150,Distinction,92,CCC,2014B
106871,CCC,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,0,120,Withdrawn,6,CCC,2013J
106872,CCC,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,0,120,Withdrawn,6,CCC,2014J
106873,CCC,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,0,120,Withdrawn,6,CCC,2013B
106874,CCC,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,0,120,Withdrawn,6,CCC,2014B
106875,CCC,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,0,120,Withdrawn,6,DDD,2013J
106876,CCC,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,0,120,Withdrawn,6,DDD,2014J
106877,CCC,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,0,120,Withdrawn,6,DDD,2013B
106878,CCC,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,0,120,Withdrawn,6,DDD,2014B
106879,CCC,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,0,120,Withdrawn,6,DDD,2013J
106880,CCC,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,0,120,Withdrawn,6,DDD,2014J
106881,CCC,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,0,120,Withdrawn,6,DDD,2013B
106882,CCC,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,0,120,Withdrawn,6,DDD,2014B
106883,DDD,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,2,120,Withdrawn,6,CCC,2013J
106884,DDD,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,2,120,Withdrawn,6,CCC,2014J
106885,DDD,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,2,120,Withdrawn,6,CCC,2013B
106886,DDD,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,2,120,Withdrawn,6,CCC,2014B
106887,DDD,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,2,120,Withdrawn,6,DDD,2013J
106888,DDD,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,2,120,Withdrawn,6,DDD,2014J
106889,DDD,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,2,120,Withdrawn,6,DDD,2013B
106890,DDD,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,2,120,Withdrawn,6,DDD,2014B
106891,DDD,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,2,120,Withdrawn,6,DDD,2013J
106892,DDD,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,2,120,Withdrawn,6,DDD,2014J
106893,DDD,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,2,120,Withdrawn,6,DDD,2013B
106894,DDD,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,2,120,Withdrawn,6,DDD,2014B
106895,DDD,2014J,M,South West Region,A Level or Equivalent,40-50%,0-35,3,60,Withdrawn,6,CCC,2013J
106896,DDD,2014J,M,South West Region,A Level or Equivalent,40-50%,0-35,3,60,Withdrawn,6,CCC,2014J
106897,DDD,2014J,M,South West Region,A Level or Equivalent,40-50%,0-35,3,60,Withdrawn,6,CCC,2013B
106898,DDD,2014J,M,South West Region,A Level or Equivalent,40-50%,0-35,3,60,Withdrawn,6,CCC,2014B
106899,DDD,2014J,M,South West Region,A Level or Equivalent,40-50%,0-35,3,60,Withdrawn,6,DDD,2013J
106900,DDD,2014J,M,South West Region,A Level or Equivalent,40-50%,0-35,3,60,Withdrawn,6,DDD,2014J
106901,DDD,2014J,M,South West Region,A Level or Equivalent,40-50%,0-35,3,60,Withdrawn,6,DDD,2013B
106902,DDD,2014J,M,South West Region,A Level or Equivalent,40-50%,0-35,3,60,Withdrawn,6,DDD,2014B
106903,DDD,2014J,M,South West Region,A Level or Equivalent,40-50%,0-35,3,60,Withdrawn,6,DDD,2013J
106904,DDD,2014J,M,South West Region,A Level or Equivalent,40-50%,0-35,3,60,Withdrawn,6,DDD,2014J
106905,DDD,2014J,M,South West Region,A Level or Equivalent,40-50%,0-35,3,60,Withdrawn,6,DDD,2013B
106906,DDD,2014J,M,South West Region,A Level or Equivalent,40-50%,0-35,3,60,Withdrawn,6,DDD,2014B
106907,CCC,2014B,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,Withdrawn,91,CCC,2013J
106908,CCC,2014B,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,Withdrawn,91,CCC,2014J
106909,CCC,2014B,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,Withdrawn,91,CCC,2013B
106910,CCC,2014B,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,Withdrawn,91,CCC,2014B
106911,CCC,2014B,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,Withdrawn,91,CCC,2013J
106912,CCC,2014B,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,Withdrawn,91,CCC,2014J
106913,CCC,2014B,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,Withdrawn,91,CCC,2013B
106914,CCC,2014B,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,Withdrawn,91,CCC,2014B
106915,CCC,2014J,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,1,30,Withdrawn,91,CCC,2013J
106916,CCC,2014J,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,1,30,Withdrawn,91,CCC,2014J
106917,CCC,2014J,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,1,30,Withdrawn,91,CCC,2013B
106918,CCC,2014J,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,1,30,Withdrawn,91,CCC,2014B
106919,CCC,2014J,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,1,30,Withdrawn,91,CCC,2013J
106920,CCC,2014J,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,1,30,Withdrawn,91,CCC,2014J
106921,CCC,2014J,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,1,30,Withdrawn,91,CCC,2013B
106922,CCC,2014J,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,1,30,Withdrawn,91,CCC,2014B
106923,DDD,2014B,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,Pass,91,CCC,2013J
106924,DDD,2014B,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,Pass,91,CCC,2014J
106925,DDD,2014B,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,Pass,91,CCC,2013B
106926,DDD,2014B,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,Pass,91,CCC,2014B
106927,DDD,2014B,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,Pass,91,CCC,2013J
106928,DDD,2014B,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,Pass,91,CCC,2014J
106929,DDD,2014B,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,Pass,91,CCC,2013B
106930,DDD,2014B,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,Pass,91,CCC,2014B
106931,CCC,2014B,M,North Region,A Level or Equivalent,0-10%,0-35,0,90,Withdrawn,66,CCC,2013J
106932,CCC,2014B,M,North Region,A Level or Equivalent,0-10%,0-35,0,90,Withdrawn,66,CCC,2014J
106933,CCC,2014B,M,North Region,A Level or Equivalent,0-10%,0-35,0,90,Withdrawn,66,CCC,2013B
106934,CCC,2014B,M,North Region,A Level or Equivalent,0-10%,0-35,0,90,Withdrawn,66,CCC,2014B
106935,DDD,2013B,M,North Region,A Level or Equivalent,0-10%,0-35,0,60,Fail,66,CCC,2013J
106936,DDD,2013B,M,North Region,A Level or Equivalent,0-10%,0-35,0,60,Fail,66,CCC,2014J
106937,DDD,2013B,M,North Region,A Level or Equivalent,0-10%,0-35,0,60,Fail,66,CCC,2013B
106938,DDD,2013B,M,North Region,A Level or Equivalent,0-10%,0-35,0,60,Fail,66,CCC,2014B
106939,DDD,2014B,M,North Region,A Level or Equivalent,0-10%,0-35,1,90,Fail,66,CCC,2013J
